frame,frame_ms,render_ms,input_ms,movement_ms,npc_ms,combat_ms,animation_ms,npcs,corpses,drops,avatar_moved
2206,30.993,15.697,0.000,0.004,0.009,0.001,0.001,60,0,6,true
2207,31.996,15.866,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2208,30.996,15.556,0.000,0.005,0.015,0.001,0.001,60,0,6,true
2209,32.000,15.624,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2210,30.996,15.395,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2211,30.999,15.475,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2212,31.000,15.206,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2213,30.375,15.142,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2214,32.268,15.572,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2215,31.995,15.348,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2216,31.000,15.292,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2217,30.996,15.159,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2218,30.998,15.129,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2219,31.009,15.379,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2220,32.987,16.029,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2221,31.998,15.192,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2222,30.268,15.119,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2223,31.335,15.313,0.000,0.001,0.013,0.001,0.001,60,0,6,false
2224,30.996,15.317,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2225,31.004,15.344,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2226,31.993,15.497,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2227,32.007,15.424,0.000,0.001,0.009,0.001,0.002,60,0,6,false
2228,32.987,17.909,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2229,32.003,15.326,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2230,30.992,15.625,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2231,31.996,15.620,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2232,32.008,15.327,0.000,0.001,0.010,0.001,0.002,60,0,6,false
2233,34.121,17.845,0.000,0.001,0.025,0.001,0.001,60,0,6,false
2234,31.407,15.454,0.000,0.001,0.008,0.001,0.001,60,0,6,false
2235,31.397,15.427,0.000,0.001,0.008,0.001,0.001,60,0,6,false
2236,33.762,18.260,0.000,0.001,0.008,0.001,0.001,60,0,6,false
2237,31.306,15.946,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2238,31.011,15.842,0.000,0.001,0.008,0.001,0.001,60,0,6,false
2239,31.015,15.799,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2240,31.828,15.835,0.000,0.001,0.014,0.001,0.001,60,0,6,false
2241,32.073,16.086,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2242,30.972,15.605,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2243,31.801,15.904,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2244,30.994,15.444,0.000,0.001,0.008,0.001,0.001,60,0,6,false
2245,31.323,15.359,0.009,0.007,0.018,0.001,0.001,60,0,6,true
2246,31.449,15.451,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2247,32.315,16.728,0.000,0.003,0.009,0.001,0.001,60,0,6,true
2248,31.345,15.452,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2249,32.219,15.442,0.000,0.003,0.009,0.001,0.002,60,0,6,true
2250,33.438,18.100,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2251,31.222,15.497,0.000,0.003,0.010,0.001,0.001,60,0,6,true
2252,30.990,15.783,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2253,32.895,15.940,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2254,30.961,15.875,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2255,32.059,16.093,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2256,32.078,15.689,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2257,31.693,15.720,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2258,31.006,15.511,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2259,31.866,16.139,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2260,30.893,15.642,0.007,0.005,0.009,0.001,0.001,60,0,6,true
2261,32.169,16.370,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2262,31.021,15.854,0.000,0.004,0.009,0.001,0.001,60,0,6,true
2263,32.512,15.650,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2264,31.034,15.637,0.000,0.004,0.010,0.001,0.001,60,0,6,true
2265,31.004,15.759,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2266,31.674,15.831,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2267,32.857,15.846,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2268,30.960,15.480,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2269,30.993,15.957,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2270,32.017,15.708,0.001,0.001,0.010,0.004,0.001,60,0,6,false
2271,31.024,15.773,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2272,31.843,15.882,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2273,31.051,15.918,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2274,32.062,15.807,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2275,31.011,15.705,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2276,31.699,15.692,0.000,0.001,0.008,0.001,0.001,60,0,6,false
2277,31.645,15.722,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2278,32.257,15.949,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2279,30.959,15.799,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2280,31.035,15.591,0.000,0.002,0.010,0.001,0.003,60,0,6,false
2281,32.702,15.946,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2282,31.008,15.703,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2283,31.637,15.869,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2284,31.027,15.527,0.009,0.006,0.009,0.001,0.001,60,0,6,true
2285,31.007,15.840,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2286,32.084,15.660,0.000,0.004,0.009,0.001,0.001,60,0,6,true
2287,31.030,15.906,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2288,30.988,15.914,0.000,0.004,0.013,0.001,0.001,60,0,6,true
2289,31.210,15.772,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2290,32.553,15.544,0.000,0.003,0.009,0.001,0.001,60,0,6,true
2291,30.878,15.431,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2292,32.246,15.534,0.000,0.004,0.009,0.001,0.001,60,0,6,true
2293,32.032,16.159,0.001,0.002,0.016,0.001,0.001,60,0,6,false
2294,31.556,15.598,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2295,31.046,15.441,0.000,0.001,0.010,0.001,0.002,60,0,6,false
2296,35.026,18.288,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2297,30.852,15.476,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2298,32.217,15.374,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2299,30.859,15.531,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2300,32.109,15.396,0.000,0.001,0.008,0.001,0.001,60,0,6,false
2301,31.010,15.835,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2302,33.022,17.145,0.000,0.001,0.016,0.002,0.001,60,0,6,false
2303,32.485,16.903,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2304,34.017,18.118,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2305,31.009,15.757,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2306,31.018,15.566,0.000,0.001,0.008,0.001,0.001,60,0,6,false
2307,31.100,15.526,0.000,0.001,0.009,0.001,0.008,60,0,6,false
2308,33.444,18.131,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2309,30.518,15.492,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2310,31.586,15.778,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2311,30.485,15.462,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2312,31.110,15.660,0.009,0.007,0.010,0.001,0.001,60,0,6,true
2313,32.221,15.302,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2314,30.355,15.225,0.000,0.003,0.009,0.001,0.001,60,0,6,true
2315,31.210,15.916,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2316,30.826,15.772,0.000,0.005,0.010,0.001,0.001,60,0,6,true
2317,31.397,15.513,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2318,31.221,15.435,0.000,0.004,0.009,0.001,0.001,60,0,6,true
2319,31.041,15.393,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2320,30.542,15.268,0.000,0.003,0.009,0.001,0.001,60,0,6,true
2321,31.008,15.464,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2322,30.703,15.604,0.000,0.003,0.009,0.001,0.001,60,0,6,true
2323,30.940,15.479,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2324,31.289,15.318,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2325,31.023,15.938,0.000,0.002,0.012,0.001,0.001,60,0,6,false
2326,30.915,15.490,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2327,31.257,15.380,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2328,30.956,15.230,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2329,31.147,15.517,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2330,30.677,15.340,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2331,30.709,15.319,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2332,30.395,14.984,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2333,30.632,15.509,0.001,0.002,0.012,0.001,0.001,60,0,6,false
2334,30.919,15.449,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2335,31.029,15.385,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2336,30.436,15.400,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2337,31.004,15.557,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2338,30.538,15.423,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2339,30.825,15.444,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2340,30.999,15.641,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2341,32.080,15.534,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2342,32.204,15.403,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2343,31.024,15.672,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2344,31.022,15.437,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2345,30.391,15.226,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2346,31.092,15.188,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2347,31.004,15.199,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2348,31.094,15.111,0.000,0.001,0.009,0.001,0.002,60,0,6,false
2349,34.079,17.755,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2350,31.016,15.356,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2351,30.936,15.573,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2352,30.125,15.073,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2353,31.054,15.118,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2354,30.905,15.146,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2355,32.106,15.256,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2356,31.117,15.444,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2357,30.378,15.308,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2358,31.003,15.624,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2359,31.221,15.475,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2360,30.348,15.269,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2361,32.024,15.524,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2362,32.098,15.217,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2363,31.041,15.157,0.000,0.001,0.008,0.001,0.002,60,0,6,false
2364,33.880,17.979,0.000,0.001,0.008,0.001,0.001,60,0,6,false
2365,31.023,15.182,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2366,31.047,15.825,0.017,0.008,0.012,0.001,0.001,60,0,6,true
2367,31.026,15.424,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2368,30.827,15.738,0.000,0.004,0.010,0.001,0.001,60,0,6,true
2369,31.025,15.407,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2370,31.035,15.600,0.000,0.003,0.019,0.001,0.001,60,0,6,true
2371,30.725,15.410,0.001,0.001,0.010,0.001,0.001,60,0,6,false
2372,30.187,15.134,0.000,0.003,0.009,0.001,0.001,60,0,6,true
2373,30.646,15.184,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2374,31.400,15.462,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2375,30.726,15.671,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2376,31.211,15.273,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2377,31.249,15.861,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2378,30.585,15.570,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2379,30.324,15.258,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2380,30.883,15.408,0.000,0.001,0.008,0.001,0.001,60,0,6,false
2381,32.021,16.125,0.000,0.002,0.014,0.001,0.001,60,0,6,false
2382,30.998,15.656,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2383,30.818,15.754,0.001,0.001,0.012,0.001,0.001,60,0,6,false
2384,31.016,15.429,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2385,30.454,15.188,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2386,31.018,15.304,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2387,31.053,15.343,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2388,30.850,15.612,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2389,30.520,15.305,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2390,31.085,15.659,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2391,30.420,15.388,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2392,30.907,15.631,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2393,31.022,15.600,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2394,31.037,15.616,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2395,30.966,15.617,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2396,31.516,15.569,0.012,0.007,0.009,0.001,0.001,60,0,6,true
2397,30.586,15.276,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2398,31.026,15.480,0.001,0.008,0.014,0.001,0.001,60,0,6,true
2399,31.257,15.376,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2400,31.045,15.305,0.000,0.004,0.011,0.001,0.002,60,0,6,true
2401,32.965,17.497,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2402,30.909,15.022,0.000,0.003,0.010,0.001,0.001,60,0,6,true
2403,30.848,14.858,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2404,32.037,15.032,0.000,0.003,0.010,0.001,0.001,60,0,6,true
2405,32.711,17.392,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2406,30.682,15.043,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2407,31.655,15.152,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2408,30.277,15.092,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2409,30.005,14.913,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2410,31.293,14.815,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2411,30.947,15.087,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2412,30.219,15.100,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2413,31.073,15.131,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2414,30.611,15.041,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2415,32.025,15.059,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2416,30.946,15.298,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2417,31.348,14.857,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2418,30.799,15.539,0.001,0.002,0.018,0.002,0.001,60,0,6,false
2419,30.262,15.085,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2420,30.540,15.141,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2421,32.033,15.197,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2422,30.943,15.029,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2423,30.650,15.321,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2424,31.019,15.274,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2425,30.234,15.031,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2426,30.642,14.937,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2427,30.287,15.029,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2428,31.028,15.126,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2429,30.279,14.821,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2430,30.030,14.799,0.000,0.001,0.010,0.001,0.002,60,0,6,false
2431,33.028,17.864,0.001,0.002,0.014,0.001,0.001,60,0,6,false
2432,31.988,15.416,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2433,32.243,15.378,0.000,0.001,0.014,0.001,0.002,60,0,6,false
2434,32.682,17.616,0.001,0.001,0.011,0.001,0.001,60,0,6,false
2435,31.008,15.174,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2436,30.335,15.049,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2437,30.396,15.347,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2438,30.273,15.223,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2439,30.389,15.114,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2440,30.511,15.320,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2441,31.024,15.139,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2442,30.318,15.188,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2443,30.826,15.329,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2444,32.007,15.278,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2445,31.053,15.166,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2446,30.994,15.245,0.000,0.001,0.010,0.001,0.002,60,0,6,false
2447,33.005,17.782,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2448,31.005,15.086,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2449,33.205,17.829,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2450,31.052,15.140,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2451,30.842,15.028,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2452,30.668,15.138,0.008,0.007,0.010,0.001,0.001,60,0,6,true
2453,29.997,14.857,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2454,29.997,14.821,0.000,0.004,0.010,0.001,0.001,60,0,6,true
2455,31.001,15.372,0.000,0.002,0.015,0.001,0.001,60,0,6,false
2456,31.994,15.357,0.000,0.005,0.014,0.001,0.001,60,0,6,true
2457,30.998,14.793,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2458,31.010,14.648,0.000,0.004,0.012,0.001,0.002,60,0,6,true
2459,32.983,17.224,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2460,31.004,14.790,0.000,0.004,0.011,0.001,0.001,60,0,6,true
2461,32.992,17.050,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2462,30.005,14.649,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2463,32.993,17.546,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2464,30.994,14.987,0.000,0.001,0.014,0.001,0.001,60,0,6,false
2465,29.998,14.887,0.000,0.001,0.013,0.001,0.001,60,0,6,false
2466,29.995,14.893,0.000,0.001,0.013,0.001,0.001,60,0,6,false
2467,29.999,14.950,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2468,29.997,14.925,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2469,29.998,14.839,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2470,29.999,14.826,0.000,0.001,0.010,0.000,0.001,60,0,6,false
2471,30.000,14.644,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2472,30.494,15.011,0.000,0.001,0.012,0.000,0.001,60,0,6,false
2473,30.995,14.956,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2474,30.440,14.828,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2475,29.999,14.723,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2476,29.929,14.719,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2477,30.997,15.027,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2478,29.998,14.828,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2479,30.998,14.920,0.010,0.007,0.011,0.001,0.001,60,0,6,true
2480,29.999,14.792,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2481,30.012,14.564,0.000,0.004,0.010,0.001,0.001,60,0,6,true
2482,30.075,14.466,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2483,31.001,14.728,0.000,0.004,0.011,0.001,0.001,60,0,6,true
2484,30.004,14.435,0.000,0.001,0.014,0.001,0.001,60,0,6,false
2485,29.989,14.665,0.000,0.005,0.013,0.001,0.001,60,0,6,true
2486,29.484,14.344,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2487,29.886,14.384,0.000,0.003,0.010,0.001,0.001,60,0,6,true
2488,30.414,14.920,0.001,0.002,0.015,0.001,0.001,60,0,6,false
2489,29.829,14.304,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2490,29.819,14.302,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2491,30.059,14.383,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2492,29.967,14.281,0.000,0.001,0.010,0.001,0.000,60,0,6,false
2493,30.280,14.348,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2494,29.993,14.342,0.000,0.001,0.010,0.001,0.002,60,0,6,false
2495,32.613,16.960,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2496,30.087,14.534,0.000,0.001,0.013,0.001,0.002,60,0,6,false
2497,32.538,16.916,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2498,29.451,14.386,0.000,0.001,0.014,0.001,0.001,60,0,6,false
2499,30.025,14.498,0.000,0.001,0.015,0.001,0.001,60,0,6,false
2500,30.083,14.457,0.000,0.001,0.012,0.001,0.002,60,0,6,false
2501,31.886,16.788,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2502,29.614,14.367,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2503,29.958,14.139,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2504,31.027,14.149,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2505,31.282,14.437,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2506,29.979,14.387,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2507,29.974,14.223,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2508,29.604,14.377,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2509,29.934,14.026,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2510,30.020,14.240,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2511,29.234,14.052,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2512,29.524,14.121,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2513,29.805,14.150,0.000,0.000,0.010,0.001,0.001,60,0,6,false
2514,30.010,14.228,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2515,30.030,14.364,0.001,0.001,0.012,0.001,0.001,60,0,6,false
2516,29.722,14.351,0.001,0.001,0.010,0.001,0.001,60,0,6,false
2517,30.019,14.401,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2518,30.044,14.381,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2519,32.003,16.786,0.009,0.007,0.010,0.001,0.001,60,0,6,true
2520,29.478,14.385,0.000,0.001,0.015,0.001,0.001,60,0,6,false
2521,31.362,14.445,0.000,0.004,0.013,0.001,0.001,60,0,6,true
2522,29.636,14.266,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2523,29.574,14.296,0.000,0.002,0.011,0.001,0.001,60,0,6,false
2524,31.203,14.406,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2525,29.384,14.313,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2526,30.027,14.374,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2527,29.709,14.298,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2528,29.794,14.195,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2529,29.927,14.452,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2530,29.298,14.271,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2531,30.333,15.190,0.000,0.002,0.015,0.001,0.001,60,0,6,false
2532,30.409,14.420,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2533,31.050,14.452,0.001,0.001,0.011,0.001,0.001,60,0,6,false
2534,29.813,14.460,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2535,30.303,14.651,0.000,0.001,0.013,0.001,0.001,60,0,6,false
2536,30.047,14.535,0.000,0.001,0.015,0.001,0.002,60,0,6,false
2537,31.863,16.754,0.000,0.001,0.013,0.001,0.001,60,0,6,false
2538,30.060,14.279,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2539,29.627,14.516,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2540,30.513,14.534,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2541,29.624,14.367,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2542,31.019,14.561,0.000,0.000,0.011,0.001,0.001,60,0,6,false
2543,29.819,14.372,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2544,29.604,14.487,0.000,0.001,0.012,0.001,0.001,60,0,6,false
2545,29.736,14.402,0.009,0.007,0.019,0.001,0.001,60,0,6,true
2546,30.028,14.323,0.000,0.001,0.013,0.001,0.001,60,0,6,false
2547,29.873,14.284,0.001,0.005,0.015,0.001,0.001,60,0,6,true
2548,29.865,14.680,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2549,30.436,14.686,0.000,0.004,0.010,0.001,0.001,60,0,6,true
2550,30.095,14.681,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2551,29.858,14.654,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2552,29.980,14.712,0.000,0.001,0.013,0.001,0.004,60,0,6,false
2553,30.011,14.496,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2554,30.670,14.752,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2555,31.555,14.965,0.000,0.001,0.013,0.001,0.002,60,0,6,false
2556,32.838,16.995,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2557,29.736,14.565,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2558,29.896,14.396,0.000,0.001,0.010,0.001,0.001,60,0,6,false
2559,30.515,14.594,0.000,0.001,0.009,0.001,0.001,60,0,6,false
2560,30.020,14.345,0.012,0.002,0.013,0.001,0.001,60,0,6,false
2561,29.715,14.338,0.000,0.001,0.011,0.001,0.001,60,0,6,false
2562,29.914,14.648,0.000,0.002,0.011,0.001,0.001,60,0,6,false
